GlobalTime,SiteTime,time,station,site,moduleConfig,inputParamterVersion,SWversion,lotNum,barcode,sensorID,LensSN,vcmID,SPModuleSN,FlexureSN,standAlone,TestSW_Rev_NVM,oc_x,oc_y,oc_xShift,oc_yShift,oc_rShift,OC_ROI_CENTER_MEAN,OC_ROI_TOP_MEAN,OC_ROI_BOTTOM_MEAN,OC_ROI_LFET_MEAN,OC_ROI_RIGHT_MEAN,oc_threshold,OC_ROI_CENTER,OC_ROI_TOP,OC_ROI_BOTTOM,OC_ROI_LFET,OC_ROI_RIGHT,test_ver,pass_items,fail_items,result,
T220510013805394VCMCT7021T0,'20220510014043,'2022-05-10 01:40:55:872,VCMCT7021T02,8,DB_B_C3151,220217A,EPSSWEXCEPTION_POR_R21A_UDT_MFG_D50_C315X_2nd_22042602_107404f,VTY841GRR466,GCF2174HC1X1985Z4,17cc15170871,0x5240f961dd146507,AS1C064034CDA531C034044050,AJ8C0723639NB131B622,DNB21523055170C01A,0,0.0000000000,2110.9320448099,1513.2687583019,-1.5679551901,-0.7687583019,1.7462739776,724.5149000000,383.7198000000,384.4436000000,381.6875000000,383.9346000000,553.9806375000,2062 1462 2161 1561,2062 0 2161 99,2062 2924 2161 3023,600 1462 699 1561,3524 1462 3623 1561,8.0000000000,oc_rShift / oc_xShift / oc_yShift / ,,1,
T220510013828510VCMCT7021T0,'20220510014106,'2022-05-10 01:41:18:882,VCMCT7021T02,5,DB_B_C3151,220217A,EPSSWEXCEPTION_POR_R21A_UDT_MFG_D50_C315X_2nd_22042602_107404f,VTY841GRR466,GCF2174HC221985ZW,17cc15170405,0x5240f961dd142401,AS1C0640239GA731B234053004,AJ8C072362F7B131B619,DNB21523053120L01A,0,0.0000000000,2110.5911456112,1511.8440289495,-1.9088543888,0.6559710505,2.0184209415,718.8905000000,379.1899000000,381.0021000000,379.3545000000,379.9428000000,549.3814125000,2062 1462 2161 1561,2062 0 2161 99,2062 2924 2161 3023,600 1462 699 1561,3524 1462 3623 1561,8.0000000000,oc_rShift / oc_xShift / oc_yShift / ,,1,
T220510013851620VCMCT7021T0,'20220510014130,'2022-05-10 01:41:42:252,VCMCT7021T02,3,DB_B_C3151,220217A,EPSSWEXCEPTION_POR_R21A_UDT_MFG_D50_C315X_2nd_22042602_107404f,VTY841GRR466,GCF2174HC281985ZQ,17cc15170083,0x5240f161ded77f03,AS1C0640239HA731A631055031,AJ8C072362F4B231B631,DNB21523053600G09A,0,0.0000000000,2117.9586613957,1519.0254438563,5.4586613957,-6.5254438563,8.5075496916,721.0527000000,382.6533000000,382.2567000000,381.5860000000,383.5142000000,551.7776250000,2062 1462 2161 1561,2062 0 2161 99,2062 2924 2161 3023,600 1462 699 1561,3524 1462 3623 1561,8.0000000000,oc_rShift / oc_xShift / oc_yShift / ,,1,
T220510013913224VCMCT7021T0,'20220510014153,'2022-05-10 01:42:06:012,VCMCT7021T02,2,DB_B_C3151,220217A,EPSSWEXCEPTION_POR_R21A_UDT_MFG_D50_C315X_2nd_22042602_107404f,VTY841GRR466,GCF2174HC291985ZP,17cc15170005,0x5240f961dcde6c05,AS1C064050L7C631A935021047,AJ8C072342BFB431B634,DNB21523053120K08A,0,0.0000000000,2100.9209779332,1511.2418557978,-11.5790220668,1.2581442022,11.6471747157,732.6005000000,389.6790000000,387.6409000000,387.4209000000,384.9774000000,560.0150250000,2062 1462 2161 1561,2062 0 2161 99,2062 2924 2161 3023,600 1462 699 1561,3524 1462 3623 1561,8.0000000000,oc_rShift / oc_xShift / oc_yShift / ,,1,
T220510013937529VCMCT7021T0,'20220510014216,'2022-05-10 01:42:29:043,VCMCT7021T02,7,DB_B_C3151,220217A,EPSSWEXCEPTION_POR_R21A_UDT_MFG_D50_C315X_2nd_22042602_107404f,VTY841GRR466,GCF2174HC1H1985ZJ,17cc15170702,0x5240f961dedca607,AS1C064033AHA731A735015026,AJ8C072362F8B131B610,DNB21523055550M13A,0,0.0000000000,2111.2123213834,1517.9060607958,-1.2876786166,-5.4060607958,5.5573023624,745.5650000000,394.5441000000,395.6889000000,394.2617000000,393.0403000000,569.9743750000,2062 1462 2161 1561,2062 0 2161 99,2062 2924 2161 3023,600 1462 699 1561,3524 1462 3623 1561,8.0000000000,oc_rShift / oc_xShift / oc_yShift / ,,1,
T220510014000034VCMCT7021T0,'20220510014239,'2022-05-10 01:42:53:373,VCMCT7021T02,6,DB_B_C3151,220217A,EPSSWEXCEPTION_POR_R21A_UDT_MFG_D50_C315X_2nd_22042602_107404f,VTY841GRR466,GCF2174HC1E1985ZM,17cc15170710,0x5240f961dcdecf07,AS1C064040K3C631A128051045,AJ8C072353DCB231B626,DNB21523055180H08A,0,0.0000000000,2113.0186119872,1514.7851416412,0.5186119872,-2.2851416412,2.3432521660,734.7756000000,386.5043000000,388.2286000000,388.4752000000,386.8300000000,561.1425625000,2062 1462 2161 1561,2062 0 2161 99,2062 2924 2161 3023,600 1462 699 1561,3524 1462 3623 1561,8.0000000000,oc_rShift / oc_xShift / oc_yShift / ,,1,
T220510014023188VCMCT7021T0,'20220510014303,'2022-05-10 01:43:16:483,VCMCT7021T02,4,DB_B_C3151,220217A,EPSSWEXCEPTION_POR_R21A_UDT_MFG_D50_C315X_2nd_22042602_107404f,VTY841GRR466,GCF2174HC1B1985ZQ,17cc15160488,0x5240ea61de795201,AS1C064014D2A531B833018101,AJ8C072343A8B331B625,DNB21523055170A09A,0,0.0000000000,2108.4501787558,1508.8313102265,-4.0498212442,3.6686897735,5.4644612510,733.6934000000,389.4166000000,388.9311000000,388.0971000000,385.7906000000,560.8761250000,2062 1462 2161 1561,2062 0 2161 99,2062 2924 2161 3023,600 1462 699 1561,3524 1462 3623 1561,8.0000000000,oc_rShift / oc_xShift / oc_yShift / ,,1,
T220510014046295VCMCT7021T0,'20220510014326,'2022-05-10 01:43:38:753,VCMCT7021T02,1,DB_B_C3151,220217A,EPSSWEXCEPTION_POR_R21A_UDT_MFG_D50_C315X_2nd_22042602_107404f,VTY841GRR466,GCF2174HC1T1985Z8,17cc15170070,0x5240f161ded78403,AS1C064060JJC631A934007053,AJ8C0723639BB431B638,DNB21523055180G13A,0,0.0000000000,2110.3815825417,1516.8427046744,-2.1184174583,-4.3427046744,4.8318502064,747.1193000000,395.5986000000,396.6234000000,395.7512000000,396.3682000000,571.6023250000,2062 1462 2161 1561,2062 0 2161 99,2062 2924 2161 3023,600 1462 699 1561,3524 1462 3623 1561,8.0000000000,oc_rShift / oc_xShift / oc_yShift / ,,1,
T220510014110101VCMCT7021T0,'20220510014349,'2022-05-10 01:44:02:443,VCMCT7021T02,8,DB_B_C3151,220217A,EPSSWEXCEPTION_POR_R21A_UDT_MFG_D50_C315X_2nd_22042602_107404f,VTY841GRR466,GCF2174HC1N1985ZD,17cc15160666,0x5240f961dcde1d05,AS1C064060KPC631A831060046,AJ8C072352HMB431B637,DNB21523054460A06A,0,0.0000000000,2113.1934775532,1512.2609678597,0.6934775532,0.2390321403,0.7335171988,741.8052000000,393.7304000000,392.4887000000,386.8869000000,391.5892000000,566.4895000000,2062 1462 2161 1561,2062 0 2161 99,2062 2924 2161 3023,600 1462 699 1561,3524 1462 3623 1561,8.0000000000,oc_rShift / oc_xShift / oc_yShift / ,,1,
T220510014133305VCMCT7021T0,'20220510014413,'2022-05-10 01:44:25:863,VCMCT7021T02,5,DB_B_C3151,220217A,EPSSWEXCEPTION_POR_R21A_UDT_MFG_D50_C315X_2nd_22042602_107404f,VTY841GRR466,GCF2174HC1M1985ZE,17cc15170846,0x5240f561da4e2007,AS1C064060JKC631A535025019,AJ8C072353DFB331B618,DNB21523055180G12A,0,0.0000000000,2109.3689102733,1512.7405621127,-3.1310897267,-0.2405621127,3.1403173417,731.1103000000,387.6660000000,389.4292000000,387.2140000000,386.3272000000,559.3847000000,2062 1462 2161 1561,2062 0 2161 99,2062 2924 2161 3023,600 1462 699 1561,3524 1462 3623 1561,8.0000000000,oc_rShift / oc_xShift / oc_yShift / ,,1,
T220510014156411VCMCT7021T0,'20220510014436,'2022-05-10 01:44:49:123,VCMCT7021T02,3,DB_B_C3151,220217A,EPSSWEXCEPTION_POR_R21A_UDT_MFG_D50_C315X_2nd_22042602_107404f,VTY841GRR466,GCF2174HC1F1985ZL,17cc15160952,0x5240ea61de79dc07,AS1C064034E2A531B631029054,AJ8C072353D7B331B638,DNB21523050350E05A,0,0.0000000000,2116.3537650856,1519.3227799550,3.8537650856,-6.8227799550,7.8359320856,726.9877000000,385.8481000000,388.2876000000,384.6434000000,384.4860000000,556.4019875000,2062 1462 2161 1561,2062 0 2161 99,2062 2924 2161 3023,600 1462 699 1561,3524 1462 3623 1561,8.0000000000,oc_rShift / oc_xShift / oc_yShift / ,,1,
T220510014219066VCMCT7021T0,'20220510014459,'2022-05-10 01:45:12:183,VCMCT7021T02,2,DB_B_C3151,220217A,EPSSWEXCEPTION_POR_R21A_UDT_MFG_D50_C315X_2nd_22042602_107404f,VTY841GRR466,GCF2174HC1G1985ZK,17cc15160518,0x5240ea61de7a5e05,AS1C064024FDA531B330023040,AJ8C072353D5B131B617,DNB21523055170D02A,0,0.0000000000,2109.6849318737,1513.3823738460,-2.8150681263,-0.8823738460,2.9501173129,730.9497000000,387.5213000000,389.3331000000,388.4568000000,387.0279000000,559.5172375000,2062 1462 2161 1561,2062 0 2161 99,2062 2924 2161 3023,600 1462 699 1561,3524 1462 3623 1561,8.0000000000,oc_rShift / oc_xShift / oc_yShift / ,,1,
T220510014242335VCMCT7021T0,'20220510014522,'2022-05-10 01:45:34:773,VCMCT7021T02,7,DB_B_C3151,220217A,EPSSWEXCEPTION_POR_R21A_UDT_MFG_D50_C315X_2nd_22042602_107404f,VTY841GRR466,GCF2174HC1A1985ZR,17cc15160400,0x5240f961dcde5503,AS1C064050EMC631A132103030,AJ8C072352E2B331B619,DNB21523053120L08A,0,0.0000000000,2111.3301801556,1506.2185508642,-1.1698198444,6.2814491358,6.3894508148,747.6913000000,396.8403000000,392.8722000000,393.8128000000,392.7789000000,570.8836750000,2062 1462 2161 1561,2062 0 2161 99,2062 2924 2161 3023,600 1462 699 1561,3524 1462 3623 1561,8.0000000000,oc_rShift / oc_xShift / oc_yShift / ,,1,
T220510014306840VCMCT7021T0,'20220510014545,'2022-05-10 01:45:58:093,VCMCT7021T02,6,DB_B_C3151,220217A,EPSSWEXCEPTION_POR_R21A_UDT_MFG_D50_C315X_2nd_22042602_107404f,VTY841GRR466,GCF2174HC2H1985ZF,17cc15170919,0x5240f961dedcd601,AS1C064024D6A531B734019046,AJ7C0722E363B131B618,DNB21523055270E02A,0,0.0000000000,2110.9468382381,1512.6510888923,-1.5531617619,-0.1510888923,1.5604932913,737.2376000000,393.2674000000,390.5934000000,389.5221000000,388.6446000000,563.8722375000,2062 1462 2161 1561,2062 0 2161 99,2062 2924 2161 3023,600 1462 699 1561,3524 1462 3623 1561,8.0000000000,oc_rShift / oc_xShift / oc_yShift / ,,1,
T220510014329545VCMCT7021T0,'20220510014608,'2022-05-10 01:46:21:183,VCMCT7021T02,4,DB_B_C3151,220217A,EPSSWEXCEPTION_POR_R21A_UDT_MFG_D50_C315X_2nd_22042602_107404f,VTY841GRR466,GCF2174HC2E1985ZJ,17cc15160370,0x5240f961dcdea103,AS1C064050ENC631A432105043,AJ8C072352E6B331B617,DNB21523053120L03A,0,0.0000000000,2112.1920255894,1515.9610075582,-0.3079744106,-3.4610075582,3.4746829432,747.6393000000,393.3364000000,397.0447000000,392.5657000000,394.1911000000,570.9618875000,2062 1462 2161 1561,2062 0 2161 99,2062 2924 2161 3023,600 1462 699 1561,3524 1462 3623 1561,8.0000000000,oc_rShift / oc_xShift / oc_yShift / ,,1,
T220510014352106VCMCT7021T0,'20220510014636,'2022-05-10 01:46:48:633,VCMCT7021T02,1,DB_B_C3151,220217A,EPSSWEXCEPTION_POR_R21A_UDT_MFG_D50_C315X_2nd_22042602_107404f,VTY841GRR466,GCF2174HC1X1985Z4,17cc15170871,0x5240f961dd146507,AS1C064034CDA531C034044050,AJ8C0723639NB131B622,DNB21523055170C01A,0,0.0000000000,2110.6163411938,1514.0371789794,-1.8836588062,-1.5371789794,2.4312732699,740.7490000000,391.8321000000,393.2163000000,390.3555000000,392.2648000000,566.3330875000,2062 1462 2161 1561,2062 0 2161 99,2062 2924 2161 3023,600 1462 699 1561,3524 1462 3623 1561,8.0000000000,oc_rShift / oc_xShift / oc_yShift / ,,1,
T220510014416811VCMCT7021T0,'20220510014659,'2022-05-10 01:47:11:773,VCMCT7021T02,8,DB_B_C3151,220217A,EPSSWEXCEPTION_POR_R21A_UDT_MFG_D50_C315X_2nd_22042602_107404f,VTY841GRR466,GCF2174HC221985ZW,17cc15170405,0x5240f961dd142401,AS1C0640239GA731B234053004,AJ8C072362F7B131B619,DNB21523053120L01A,0,0.0000000000,2110.9338963524,1512.3994286059,-1.5661036476,0.1005713941,1.5693295513,744.6612000000,393.1252000000,395.1455000000,393.1812000000,394.2753000000,569.2965000000,2062 1462 2161 1561,2062 0 2161 99,2062 2924 2161 3023,600 1462 699 1561,3524 1462 3623 1561,8.0000000000,oc_rShift / oc_xShift / oc_yShift / ,,1,
T220510014439866VCMCT7021T0,'20220510014722,'2022-05-10 01:47:34:503,VCMCT7021T02,5,DB_B_C3151,220217A,EPSSWEXCEPTION_POR_R21A_UDT_MFG_D50_C315X_2nd_22042602_107404f,VTY841GRR466,GCF2174HC281985ZQ,17cc15170083,0x5240f161ded77f03,AS1C0640239HA731A631055031,AJ8C072362F4B231B631,DNB21523053600G09A,0,0.0000000000,2119.7061391505,1514.8589350959,7.2061391505,-2.3589350959,7.5824149348,731.6693000000,388.4670000000,387.4288000000,386.7297000000,389.2877000000,559.8238000000,2062 1462 2161 1561,2062 0 2161 99,2062 2924 2161 3023,600 1462 699 1561,3524 1462 3623 1561,8.0000000000,oc_rShift / oc_xShift / oc_yShift / ,,1,
T220510014502776VCMCT7021T0,'20220510014745,'2022-05-10 01:47:58:513,VCMCT7021T02,3,DB_B_C3151,220217A,EPSSWEXCEPTION_POR_R21A_UDT_MFG_D50_C315X_2nd_22042602_107404f,VTY841GRR466,GCF2174HC291985ZP,17cc15170005,0x5240f961dcde6c05,AS1C064050L7C631A935021047,AJ8C072342BFB431B634,DNB21523053120K08A,0,0.0000000000,2101.2090304372,1511.4628259965,-11.2909695628,1.0371740035,11.3385062323,736.7109000000,391.5002000000,389.7791000000,389.5326000000,386.8331000000,563.0610750000,2062 1462 2161 1561,2062 0 2161 99,2062 2924 2161 3023,600 1462 699 1561,3524 1462 3623 1561,8.0000000000,oc_rShift / oc_xShift / oc_yShift / ,,1,
T220510014525081VCMCT7021T0,'20220510014809,'2022-05-10 01:48:21:283,VCMCT7021T02,2,DB_B_C3151,220217A,EPSSWEXCEPTION_POR_R21A_UDT_MFG_D50_C315X_2nd_22042602_107404f,VTY841GRR466,GCF2174HC1H1985ZJ,17cc15170702,0x5240f961dedca607,AS1C064033AHA731A735015026,AJ8C072362F8B131B610,DNB21523055550M13A,0,0.0000000000,2112.4397185037,1512.9500239662,-0.0602814963,-0.4500239662,0.4540434219,745.2064000000,394.4513000000,396.0230000000,394.3690000000,392.8707000000,569.8174500000,2062 1462 2161 1561,2062 0 2161 99,2062 2924 2161 3023,600 1462 699 1561,3524 1462 3623 1561,8.0000000000,oc_rShift / oc_xShift / oc_yShift / ,,1,
T220510014548885VCMCT7021T0,'20220510014832,'2022-05-10 01:48:45:003,VCMCT7021T02,7,DB_B_C3151,220217A,EPSSWEXCEPTION_POR_R21A_UDT_MFG_D50_C315X_2nd_22042602_107404f,VTY841GRR466,GCF2174HC1E1985ZM,17cc15170710,0x5240f961dcdecf07,AS1C064040K3C631A128051045,AJ8C072353DCB231B626,DNB21523055180H08A,0,0.0000000000,2113.8037114871,1514.5609025454,1.3037114871,-2.0609025454,2.4386436688,734.5773000000,387.0545000000,387.8722000000,388.3148000000,387.2122000000,561.0953625000,2062 1462 2161 1561,2062 0 2161 99,2062 2924 2161 3023,600 1462 699 1561,3524 1462 3623 1561,8.0000000000,oc_rShift / oc_xShift / oc_yShift / ,,1,
T220510014611639VCMCT7021T0,'20220510014854,'2022-05-10 01:49:07:633,VCMCT7021T02,6,DB_B_C3151,220217A,EPSSWEXCEPTION_POR_R21A_UDT_MFG_D50_C315X_2nd_22042602_107404f,VTY841GRR466,GCF2174HC1B1985ZQ,17cc15160488,0x5240ea61de795201,AS1C064014D2A531B833018101,AJ8C072343A8B331B625,DNB21523055170A09A,0,0.0000000000,2108.7209649824,1508.5320010905,-3.7790350176,3.9679989095,5.4796095673,733.8040000000,389.3339000000,388.7379000000,388.1656000000,385.8120000000,560.9081750000,2062 1462 2161 1561,2062 0 2161 99,2062 2924 2161 3023,600 1462 699 1561,3524 1462 3623 1561,8.0000000000,oc_rShift / oc_xShift / oc_yShift / ,,1,
T220510014641245VCMCT7021T0,'20220510014918,'2022-05-10 01:49:30:303,VCMCT7021T02,4,DB_B_C3151,220217A,EPSSWEXCEPTION_POR_R21A_UDT_MFG_D50_C315X_2nd_22042602_107404f,VTY841GRR466,GCF2174HC1T1985Z8,17cc15170070,0x5240f161ded78403,AS1C064060JJC631A934007053,AJ8C0723639BB431B638,DNB21523055180G13A,0,0.0000000000,2111.4835188985,1515.9799737929,-1.0164811015,-3.4799737929,3.6253898313,739.9008000000,391.8879000000,392.4802000000,391.8949000000,392.0801000000,565.9932875000,2062 1462 2161 1561,2062 0 2161 99,2062 2924 2161 3023,600 1462 699 1561,3524 1462 3623 1561,8.0000000000,oc_rShift / oc_xShift / oc_yShift / ,,1,
T220510014701950VCMCT7021T0,'20220510014941,'2022-05-10 01:49:53:693,VCMCT7021T02,1,DB_B_C3151,220217A,EPSSWEXCEPTION_POR_R21A_UDT_MFG_D50_C315X_2nd_22042602_107404f,VTY841GRR466,GCF2174HC1N1985ZD,17cc15160666,0x5240f961dcde1d05,AS1C064060KPC631A831060046,AJ8C072352HMB431B637,DNB21523054460A06A,0,0.0000000000,2111.4663616953,1513.3041031072,-1.0336383047,-0.8041031072,1.3095762490,737.6297000000,390.9355000000,390.4201000000,384.7251000000,388.9317000000,563.1914000000,2062 1462 2161 1561,2062 0 2161 99,2062 2924 2161 3023,600 1462 699 1561,3524 1462 3623 1561,8.0000000000,oc_rShift / oc_xShift / oc_yShift / ,,1,
T220510014725405VCMCT7021T0,'20220510015004,'2022-05-10 01:50:16:223,VCMCT7021T02,8,DB_B_C3151,220217A,EPSSWEXCEPTION_POR_R21A_UDT_MFG_D50_C315X_2nd_22042602_107404f,VTY841GRR466,GCF2174HC1M1985ZE,17cc15170846,0x5240f561da4e2007,AS1C064060JKC631A535025019,AJ8C072353DFB331B618,DNB21523055180G12A,0,0.0000000000,2109.4498171043,1513.0590887306,-3.0501828957,-0.5590887306,3.1009991786,737.8367000000,391.4183000000,393.2712000000,390.7702000000,390.4988000000,564.6631625000,2062 1462 2161 1561,2062 0 2161 99,2062 2924 2161 3023,600 1462 699 1561,3524 1462 3623 1561,8.0000000000,oc_rShift / oc_xShift / oc_yShift / ,,1,
T220510014748659VCMCT7021T0,'20220510015027,'2022-05-10 01:50:39:183,VCMCT7021T02,5,DB_B_C3151,220217A,EPSSWEXCEPTION_POR_R21A_UDT_MFG_D50_C315X_2nd_22042602_107404f,VTY841GRR466,GCF2174HC1F1985ZL,17cc15160952,0x5240ea61de79dc07,AS1C064034E2A531B631029054,AJ8C072353D7B331B638,DNB21523050350E05A,0,0.0000000000,2117.2065850590,1518.5518681358,4.7065850590,-6.0518681358,7.6666192582,719.2647000000,381.7025000000,383.5806000000,379.9058000000,380.3480000000,550.3244625000,2062 1462 2161 1561,2062 0 2161 99,2062 2924 2161 3023,600 1462 699 1561,3524 1462 3623 1561,8.0000000000,oc_rShift / oc_xShift / oc_yShift / ,,1,
T220510014812313VCMCT7021T0,'20220510015049,'2022-05-10 01:51:01:903,VCMCT7021T02,3,DB_B_C3151,220217A,EPSSWEXCEPTION_POR_R21A_UDT_MFG_D50_C315X_2nd_22042602_107404f,VTY841GRR466,GCF2174HC1G1985ZK,17cc15160518,0x5240ea61de7a5e05,AS1C064024FDA531B330023040,AJ8C072353D5B131B617,DNB21523055170D02A,0,0.0000000000,2109.7088747844,1513.6794709822,-2.7911252156,-1.1794709822,3.0301042502,734.4386000000,388.8548000000,391.0930000000,390.3245000000,388.5882000000,562.0768625000,2062 1462 2161 1561,2062 0 2161 99,2062 2924 2161 3023,600 1462 699 1561,3524 1462 3623 1561,8.0000000000,oc_rShift / oc_xShift / oc_yShift / ,,1,
T220510014834367VCMCT7021T0,'20220510015112,'2022-05-10 01:51:24:703,VCMCT7021T02,2,DB_B_C3151,220217A,EPSSWEXCEPTION_POR_R21A_UDT_MFG_D50_C315X_2nd_22042602_107404f,VTY841GRR466,GCF2174HC1A1985ZR,17cc15160400,0x5240f961dcde5503,AS1C064050EMC631A132103030,AJ8C072352E2B331B619,DNB21523053120L08A,0,0.0000000000,2110.0979901409,1507.5261969755,-2.4020098591,4.9738030245,5.5234380498,747.0730000000,396.1438000000,393.2669000000,393.9518000000,392.1364000000,570.4738625000,2062 1462 2161 1561,2062 0 2161 99,2062 2924 2161 3023,600 1462 699 1561,3524 1462 3623 1561,8.0000000000,oc_rShift / oc_xShift / oc_yShift / ,,1,
T220510014857872VCMCT7021T0,'20220510015136,'2022-05-10 01:51:48:733,VCMCT7021T02,7,DB_B_C3151,220217A,EPSSWEXCEPTION_POR_R21A_UDT_MFG_D50_C315X_2nd_22042602_107404f,VTY841GRR466,GCF2174HC2H1985ZF,17cc15170919,0x5240f961dedcd601,AS1C064024D6A531B734019046,AJ7C0722E363B131B618,DNB21523055270E02A,0,0.0000000000,2113.8679995083,1508.8303599113,1.3679995083,3.6696400887,3.9163351536,735.1735000000,393.2545000000,389.2725000000,388.4147000000,388.2023000000,562.4797500000,2062 1462 2161 1561,2062 0 2161 99,2062 2924 2161 3023,600 1462 699 1561,3524 1462 3623 1561,8.0000000000,oc_rShift / oc_xShift / oc_yShift / ,,1,
T220510014920826VCMCT7021T0,'20220510015159,'2022-05-10 01:52:11:443,VCMCT7021T02,6,DB_B_C3151,220217A,EPSSWEXCEPTION_POR_R21A_UDT_MFG_D50_C315X_2nd_22042602_107404f,VTY841GRR466,GCF2174HC2E1985ZJ,17cc15160370,0x5240f961dcdea103,AS1C064050ENC631A432105043,AJ8C072352E6B331B617,DNB21523053120L03A,0,0.0000000000,2113.0076422937,1515.5800401000,0.5076422937,-3.0800401000,3.1215937782,748.8762000000,393.8163000000,397.5447000000,393.0439000000,394.8104000000,571.8400125000,2062 1462 2161 1561,2062 0 2161 99,2062 2924 2161 3023,600 1462 699 1561,3524 1462 3623 1561,8.0000000000,oc_rShift / oc_xShift / oc_yShift / ,,1,
T220510014944480VCMCT7021T0,'20220510015222,'2022-05-10 01:52:34:973,VCMCT7021T02,4,DB_B_C3151,220217A,EPSSWEXCEPTION_POR_R21A_UDT_MFG_D50_C315X_2nd_22042602_107404f,VTY841GRR466,GCF2174HC1X1985Z4,17cc15170871,0x5240f961dd146507,AS1C064034CDA531C034044050,AJ8C0723639NB131B622,DNB21523055170C01A,0,0.0000000000,2109.6696476475,1513.2974004085,-2.8303523525,-0.7974004085,2.9405342798,735.1684000000,389.1368000000,389.8926000000,387.5380000000,388.6797000000,561.9900875000,2062 1462 2161 1561,2062 0 2161 99,2062 2924 2161 3023,600 1462 699 1561,3524 1462 3623 1561,8.0000000000,oc_rShift / oc_xShift / oc_yShift / ,,1,
T220510015006585VCMCT7021T0,'20220510015246,'2022-05-10 01:52:58:553,VCMCT7021T02,1,DB_B_C3151,220217A,EPSSWEXCEPTION_POR_R21A_UDT_MFG_D50_C315X_2nd_22042602_107404f,VTY841GRR466,GCF2174HC221985ZW,17cc15170405,0x5240f961dd142401,AS1C0640239GA731B234053004,AJ8C072362F7B131B619,DNB21523053120L01A,0,0.0000000000,2110.4848667019,1512.9329893372,-2.0151332981,-0.4329893372,2.0611263851,742.1772000000,391.2515000000,393.8439000000,391.8263000000,392.6905000000,567.2901250000,2062 1462 2161 1561,2062 0 2161 99,2062 2924 2161 3023,600 1462 699 1561,3524 1462 3623 1561,8.0000000000,oc_rShift / oc_xShift / oc_yShift / ,,1,
T220510015029989VCMCT7021T0,'20220510015309,'2022-05-10 01:53:22:193,VCMCT7021T02,8,DB_B_C3151,220217A,EPSSWEXCEPTION_POR_R21A_UDT_MFG_D50_C315X_2nd_22042602_107404f,VTY841GRR466,GCF2174HC281985ZQ,17cc15170083,0x5240f161ded77f03,AS1C0640239HA731A631055031,AJ8C072362F4B231B631,DNB21523053600G09A,0,0.0000000000,2118.3904445718,1513.6951932516,5.8904445718,-1.1951932516,6.0104762009,739.3310000000,392.9784000000,391.5196000000,390.8733000000,393.9604000000,565.8319625000,2062 1462 2161 1561,2062 0 2161 99,2062 2924 2161 3023,600 1462 699 1561,3524 1462 3623 1561,8.0000000000,oc_rShift / oc_xShift / oc_yShift / ,,1,
T220510015052752VCMCT7021T0,'20220510015332,'2022-05-10 01:53:45:213,VCMCT7021T02,5,DB_B_C3151,220217A,EPSSWEXCEPTION_POR_R21A_UDT_MFG_D50_C315X_2nd_22042602_107404f,VTY841GRR466,GCF2174HC291985ZP,17cc15170005,0x5240f961dcde6c05,AS1C064050L7C631A935021047,AJ8C072342BFB431B634,DNB21523053120K08A,0,0.0000000000,2102.0934904677,1510.2165268470,-10.4065095323,2.2834731530,10.6540926543,728.7630000000,387.4554000000,385.1132000000,384.8680000000,382.8468000000,556.9169250000,2062 1462 2161 1561,2062 0 2161 99,2062 2924 2161 3023,600 1462 699 1561,3524 1462 3623 1561,8.0000000000,oc_rShift / oc_xShift / oc_yShift / ,,1,
T220510015115557VCMCT7021T0,'20220510015355,'2022-05-10 01:54:07:903,VCMCT7021T02,3,DB_B_C3151,220217A,EPSSWEXCEPTION_POR_R21A_UDT_MFG_D50_C315X_2nd_22042602_107404f,VTY841GRR466,GCF2174HC1H1985ZJ,17cc15170702,0x5240f961dedca607,AS1C064033AHA731A735015026,AJ8C072362F8B131B610,DNB21523055550M13A,0,0.0000000000,2111.7629765312,1514.5963602984,-0.7370234688,-2.0963602984,2.2221453810,749.9606000000,396.4990000000,398.5283000000,396.9003000000,395.0495000000,573.3524375000,2062 1462 2161 1561,2062 0 2161 99,2062 2924 2161 3023,600 1462 699 1561,3524 1462 3623 1561,8.0000000000,oc_rShift / oc_xShift / oc_yShift / ,,1,
T220510015138911VCMCT7021T0,'20220510015418,'2022-05-10 01:54:32:144,VCMCT7021T02,2,DB_B_C3151,220217A,EPSSWEXCEPTION_POR_R21A_UDT_MFG_D50_C315X_2nd_22042602_107404f,VTY841GRR466,GCF2174HC1E1985ZM,17cc15170710,0x5240f961dcdecf07,AS1C064040K3C631A128051045,AJ8C072353DCB231B626,DNB21523055180H08A,0,0.0000000000,2112.4180638594,1515.5143748464,-0.0819361406,-3.0143748464,3.0154882268,734.8953000000,387.0217000000,388.8276000000,388.9505000000,387.2128000000,561.4492250000,2062 1462 2161 1561,2062 0 2161 99,2062 2924 2161 3023,600 1462 699 1561,3524 1462 3623 1561,8.0000000000,oc_rShift / oc_xShift / oc_yShift / ,,1,
