GlobalTime,SiteTime,time,station,site,moduleConfig,inputParamterVersion,SWversion,lotNum,barcode,sensorID,LensSN,vcmID,SPModuleSN,FlexureSN,standAlone,TestSW_Rev_NVM,LightAmount_Peak0_Neutral,vcm_um_Peak0_Neutral,LightAmount_Peak1_Neutral,vcm_um_Peak1_Neutral,LightAmount_Peak2_Neutral,vcm_um_Peak2_Neutral,LightAmount_Peak3_Neutral,vcm_um_Peak3_Neutral,vcm_um_targetpeak,
T220510003800918VCMCT7021T0,'20220510003820,'2022-05-10 00:38:25:593,VCMCT7021T01,4,DB_B_C3151,220217A,EPSSWEXCEPTION_POR_R21A_UDT_MFG_Laser_C315X_2nd_22042602_107404f,VTY841GRR466,GCF2174HC1G1985ZK,17cc15160518,0x5240ea61de7a5e05,AS1C064024FDA531B330023040,AJ8C072353D5B131B617,DNB21523055170D02A,0,0.0000000000,1353,-525.8240000000,1271,-0.0000000000,1052,-0.0000000000,2760,-0.0000000000,-525.8240000000,
T220510003824673VCMCT7021T0,'20220510003844,'2022-05-10 00:38:49:043,VCMCT7021T01,1,DB_B_C3151,220217A,EPSSWEXCEPTION_POR_R21A_UDT_MFG_Laser_C315X_2nd_22042602_107404f,VTY841GRR466,GCF2174HC1A1985ZR,17cc15160400,0x5240f961dcde5503,AS1C064050EMC631A132103030,AJ8C072352E2B331B619,DNB21523053120L08A,0,0.0000000000,1856,-493.0560000000,1313,-0.0000000000,1213,-0.0000000000,2309,-0.0000000000,-493.0560000000,
T220510003848477VCMCT7021T0,'20220510003908,'2022-05-10 00:39:13:313,VCMCT7021T01,8,DB_B_C3151,220217A,EPSSWEXCEPTION_POR_R21A_UDT_MFG_Laser_C315X_2nd_22042602_107404f,VTY841GRR466,GCF2174HC2H1985ZF,17cc15170919,0x5240f961dedcd601,AS1C064024D6A531B734019046,AJ7C0722E363B131B618,DNB21523055270E02A,0,0.0000000000,1444,-607.4880000000,1413,-0.0000000000,1099,-0.0000000000,2652,-0.0000000000,-607.4880000000,
T220510003912800VCMCT7021T0,'20220510003931,'2022-05-10 00:39:36:753,VCMCT7021T01,5,DB_B_C3151,220217A,EPSSWEXCEPTION_POR_R21A_UDT_MFG_Laser_C315X_2nd_22042602_107404f,VTY841GRR466,GCF2174HC2E1985ZJ,17cc15160370,0x5240f961dcdea103,AS1C064050ENC631A432105043,AJ8C072352E6B331B617,DNB21523053120L03A,0,0.0000000000,1592,-428.0320000000,1337,-0.0000000000,1203,-0.0000000000,2420,-0.0000000000,-428.0320000000,
T220510003936206VCMCT7021T0,'20220510003954,'2022-05-10 00:39:59:403,VCMCT7021T01,3,DB_B_C3151,220217A,EPSSWEXCEPTION_POR_R21A_UDT_MFG_Laser_C315X_2nd_22042602_107404f,VTY841GRR466,GCF2174HC1X1985Z4,17cc15170871,0x5240f961dd146507,AS1C064034CDA531C034044050,AJ8C0723639NB131B622,DNB21523055170C01A,0,0.0000000000,1726,-510.4640000000,1411,-0.0000000000,1023,-0.0000000000,2831,-0.0000000000,-510.4640000000,
T220510003958311VCMCT7021T0,'20220510004017,'2022-05-10 00:40:22:663,VCMCT7021T01,2,DB_B_C3151,220217A,EPSSWEXCEPTION_POR_R21A_UDT_MFG_Laser_C315X_2nd_22042602_107404f,VTY841GRR466,GCF2174HC221985ZW,17cc15170405,0x5240f961dd142401,AS1C0640239GA731B234053004,AJ8C072362F7B131B619,DNB21523053120L01A,0,0.0000000000,1187,-456.4480000000,1370,-0.0000000000,1049,-0.0000000000,2556,-0.0000000000,-456.4480000000,
T220510004022215VCMCT7021T0,'20220510004040,'2022-05-10 00:40:45:793,VCMCT7021T01,7,DB_B_C3151,220217A,EPSSWEXCEPTION_POR_R21A_UDT_MFG_Laser_C315X_2nd_22042602_107404f,VTY841GRR466,GCF2174HC281985ZQ,17cc15170083,0x5240f161ded77f03,AS1C0640239HA731A631055031,AJ8C072362F4B231B631,DNB21523053600G09A,0,0.0000000000,1168,-553.7280000000,1215,-0.0000000000,2365,-0.0000000000,1387,-0.0000000000,-553.7280000000,
T220510004045170VCMCT7021T0,'20220510004104,'2022-05-10 00:41:09:233,VCMCT7021T01,6,DB_B_C3151,220217A,EPSSWEXCEPTION_POR_R21A_UDT_MFG_Laser_C315X_2nd_22042602_107404f,VTY841GRR466,GCF2174HC291985ZP,17cc15170005,0x5240f961dcde6c05,AS1C064050L7C631A935021047,AJ8C072342BFB431B634,DNB21523053120K08A,0,0.0000000000,1508,-430.3360000000,1216,-0.0000000000,1122,-0.0000000000,2447,-0.0000000000,-430.3360000000,
T220510004108574VCMCT7021T0,'20220510004127,'2022-05-10 00:41:32:393,VCMCT7021T01,4,DB_B_C3151,220217A,EPSSWEXCEPTION_POR_R21A_UDT_MFG_Laser_C315X_2nd_22042602_107404f,VTY841GRR466,GCF2174HC1H1985ZJ,17cc15170702,0x5240f961dedca607,AS1C064033AHA731A735015026,AJ8C072362F8B131B610,DNB21523055550M13A,0,0.0000000000,1675,-534.0160000000,1509,-0.0000000000,1096,-0.0000000000,2564,-0.0000000000,-534.0160000000,
T220510004131278VCMCT7021T0,'20220510004150,'2022-05-10 00:41:55:143,VCMCT7021T01,1,DB_B_C3151,220217A,EPSSWEXCEPTION_POR_R21A_UDT_MFG_Laser_C315X_2nd_22042602_107404f,VTY841GRR466,GCF2174HC1E1985ZM,17cc15170710,0x5240f961dcdecf07,AS1C064040K3C631A128051045,AJ8C072353DCB231B626,DNB21523055180H08A,0,0.0000000000,1704,-484.8640000000,1365,-0.0000000000,1178,-0.0000000000,2522,-0.0000000000,-484.8640000000,
T220510004154548VCMCT7021T0,'20220510004213,'2022-05-10 00:42:18:313,VCMCT7021T01,8,DB_B_C3151,220217A,EPSSWEXCEPTION_POR_R21A_UDT_MFG_Laser_C315X_2nd_22042602_107404f,VTY841GRR466,GCF2174HC1B1985ZQ,17cc15160488,0x5240ea61de795201,AS1C064014D2A531B833018101,AJ8C072343A8B331B625,DNB21523055170A09A,0,0.0000000000,1236,-611.3280000000,1177,-0.0000000000,2705,-0.0000000000,1946,-0.0000000000,-611.3280000000,
T220510004217754VCMCT7021T0,'20220510004237,'2022-05-10 00:42:41:853,VCMCT7021T01,5,DB_B_C3151,220217A,EPSSWEXCEPTION_POR_R21A_UDT_MFG_Laser_C315X_2nd_22042602_107404f,VTY841GRR466,GCF2174HC1T1985Z8,17cc15170070,0x5240f161ded78403,AS1C064060JJC631A934007053,AJ8C0723639BB431B638,DNB21523055180G13A,0,0.0000000000,1765,-415.7440000000,1523,-0.0000000000,1212,-0.0000000000,2193,-0.0000000000,-415.7440000000,
T220510004241312VCMCT7021T0,'20220510004300,'2022-05-10 00:43:05:383,VCMCT7021T01,3,DB_B_C3151,220217A,EPSSWEXCEPTION_POR_R21A_UDT_MFG_Laser_C315X_2nd_22042602_107404f,VTY841GRR466,GCF2174HC1N1985ZD,17cc15160666,0x5240f961dcde1d05,AS1C064060KPC631A831060046,AJ8C072352HMB431B637,DNB21523054460A06A,0,0.0000000000,1590,-483.3280000000,1227,-0.0000000000,1036,-0.0000000000,2412,-0.0000000000,-483.3280000000,
T220510004304167VCMCT7021T0,'20220510004323,'2022-05-10 00:43:27:923,VCMCT7021T01,2,DB_B_C3151,220217A,EPSSWEXCEPTION_POR_R21A_UDT_MFG_Laser_C315X_2nd_22042602_107404f,VTY841GRR466,GCF2174HC1M1985ZE,17cc15170846,0x5240f561da4e2007,AS1C064060JKC631A535025019,AJ8C072353DFB331B618,DNB21523055180G12A,0,0.0000000000,1595,-448.5120000000,1481,-0.0000000000,1131,-0.0000000000,2327,-0.0000000000,-448.5120000000,
T220510004327422VCMCT7021T0,'20220510004345,'2022-05-10 00:43:50:773,VCMCT7021T01,7,DB_B_C3151,220217A,EPSSWEXCEPTION_POR_R21A_UDT_MFG_Laser_C315X_2nd_22042602_107404f,VTY841GRR466,GCF2174HC1F1985ZL,17cc15160952,0x5240ea61de79dc07,AS1C064034E2A531B631029054,AJ8C072353D7B331B638,DNB21523050350E05A,0,0.0000000000,896,-562.1760000000,1164,-0.0000000000,2548,-0.0000000000,1432,-0.0000000000,-562.1760000000,
T220510004350189VCMCT7021T0,'20220510004409,'2022-05-10 00:44:13:923,VCMCT7021T01,6,DB_B_C3151,220217A,EPSSWEXCEPTION_POR_R21A_UDT_MFG_Laser_C315X_2nd_22042602_107404f,VTY841GRR466,GCF2174HC1G1985ZK,17cc15160518,0x5240ea61de7a5e05,AS1C064024FDA531B330023040,AJ8C072353D5B131B617,DNB21523055170D02A,0,0.0000000000,1342,-449.0240000000,1353,-0.0000000000,1050,-0.0000000000,2615,-0.0000000000,-449.0240000000,
T220510004413194VCMCT7021T0,'20220510004432,'2022-05-10 00:44:36:983,VCMCT7021T01,4,DB_B_C3151,220217A,EPSSWEXCEPTION_POR_R21A_UDT_MFG_Laser_C315X_2nd_22042602_107404f,VTY841GRR466,GCF2174HC1A1985ZR,17cc15160400,0x5240f961dcde5503,AS1C064050EMC631A132103030,AJ8C072352E2B331B619,DNB21523053120L08A,0,0.0000000000,1874,-514.8160000000,1297,-0.0000000000,1195,-0.0000000000,2416,-0.0000000000,-514.8160000000,
T220510004435999VCMCT7021T0,'20220510004455,'2022-05-10 00:45:00:613,VCMCT7021T01,1,DB_B_C3151,220217A,EPSSWEXCEPTION_POR_R21A_UDT_MFG_Laser_C315X_2nd_22042602_107404f,VTY841GRR466,GCF2174HC2H1985ZF,17cc15170919,0x5240f961dedcd601,AS1C064024D6A531B734019046,AJ7C0722E363B131B618,DNB21523055270E02A,0,0.0000000000,1870,-499.9680000000,1554,-0.0000000000,1213,-0.0000000000,2572,-0.0000000000,-499.9680000000,
T220510004500004VCMCT7021T0,'20220510004518,'2022-05-10 00:45:23:183,VCMCT7021T01,8,DB_B_C3151,220217A,EPSSWEXCEPTION_POR_R21A_UDT_MFG_Laser_C315X_2nd_22042602_107404f,VTY841GRR466,GCF2174HC2E1985ZJ,17cc15160370,0x5240f961dcdea103,AS1C064050ENC631A432105043,AJ8C072352E6B331B617,DNB21523053120L03A,0,0.0000000000,1486,-606.7200000000,1186,-0.0000000000,1061,-0.0000000000,2726,-0.0000000000,-606.7200000000,
T220510004522659VCMCT7021T0,'20220510004541,'2022-05-10 00:45:46:823,VCMCT7021T01,5,DB_B_C3151,220217A,EPSSWEXCEPTION_POR_R21A_UDT_MFG_Laser_C315X_2nd_22042602_107404f,VTY841GRR466,GCF2174HC1X1985Z4,17cc15170871,0x5240f961dd146507,AS1C064034CDA531C034044050,AJ8C0723639NB131B622,DNB21523055170C01A,0,0.0000000000,1773,-442.3680000000,1468,-0.0000000000,1044,-0.0000000000,2496,-0.0000000000,-442.3680000000,
T220510004546213VCMCT7021T0,'20220510004604,'2022-05-10 00:46:09:433,VCMCT7021T01,3,DB_B_C3151,220217A,EPSSWEXCEPTION_POR_R21A_UDT_MFG_Laser_C315X_2nd_22042602_107404f,VTY841GRR466,GCF2174HC221985ZW,17cc15170405,0x5240f961dd142401,AS1C0640239GA731B234053004,AJ8C072362F7B131B619,DNB21523053120L01A,0,0.0000000000,1908,-500.7360000000,1464,-0.0000000000,1185,-0.0000000000,2753,-0.0000000000,-500.7360000000,
T220510004608268VCMCT7021T0,'20220510004627,'2022-05-10 00:46:32:113,VCMCT7021T01,2,DB_B_C3151,220217A,EPSSWEXCEPTION_POR_R21A_UDT_MFG_Laser_C315X_2nd_22042602_107404f,VTY841GRR466,GCF2174HC281985ZQ,17cc15170083,0x5240f161ded77f03,AS1C0640239HA731A631055031,AJ8C072362F4B231B631,DNB21523053600G09A,0,0.0000000000,1363,-448.2560000000,1430,-0.0000000000,2382,-0.0000000000,1266,-0.0000000000,-448.2560000000,
T220510004631622VCMCT7021T0,'20220510004650,'2022-05-10 00:46:55:663,VCMCT7021T01,7,DB_B_C3151,220217A,EPSSWEXCEPTION_POR_R21A_UDT_MFG_Laser_C315X_2nd_22042602_107404f,VTY841GRR466,GCF2174HC291985ZP,17cc15170005,0x5240f961dcde6c05,AS1C064050L7C631A935021047,AJ8C072342BFB431B634,DNB21523053120K08A,0,0.0000000000,1066,-541.4400000000,1073,-0.0000000000,2265,-0.0000000000,1309,-0.0000000000,-541.4400000000,
T220510004654977VCMCT7021T0,'20220510004714,'2022-05-10 00:47:19:323,VCMCT7021T01,6,DB_B_C3151,220217A,EPSSWEXCEPTION_POR_R21A_UDT_MFG_Laser_C315X_2nd_22042602_107404f,VTY841GRR466,GCF2174HC1H1985ZJ,17cc15170702,0x5240f961dedca607,AS1C064033AHA731A735015026,AJ8C072362F8B131B610,DNB21523055550M13A,0,0.0000000000,1536,-455.9360000000,1503,-0.0000000000,1071,-0.0000000000,2578,-0.0000000000,-455.9360000000,
T220510004718631VCMCT7021T0,'20220510004737,'2022-05-10 00:47:42:263,VCMCT7021T01,4,DB_B_C3151,220217A,EPSSWEXCEPTION_POR_R21A_UDT_MFG_Laser_C315X_2nd_22042602_107404f,VTY841GRR466,GCF2174HC1E1985ZM,17cc15170710,0x5240f961dcdecf07,AS1C064040K3C631A128051045,AJ8C072353DCB231B626,DNB21523055180H08A,0,0.0000000000,1596,-505.0880000000,1319,-0.0000000000,1172,-0.0000000000,2529,-0.0000000000,-505.0880000000,
T220510004741185VCMCT7021T0,'20220510004759,'2022-05-10 00:48:04:824,VCMCT7021T01,1,DB_B_C3151,220217A,EPSSWEXCEPTION_POR_R21A_UDT_MFG_Laser_C315X_2nd_22042602_107404f,VTY841GRR466,GCF2174HC1B1985ZQ,17cc15160488,0x5240ea61de795201,AS1C064014D2A531B833018101,AJ8C072343A8B331B625,DNB21523055170A09A,0,0.0000000000,1619,-504.3200000000,1290,-0.0000000000,2734,-0.0000000000,1639,-0.0000000000,-504.3200000000,
T220510004804241VCMCT7021T0,'20220510004823,'2022-05-10 00:48:28:164,VCMCT7021T01,8,DB_B_C3151,220217A,EPSSWEXCEPTION_POR_R21A_UDT_MFG_Laser_C315X_2nd_22042602_107404f,VTY841GRR466,GCF2174HC1T1985Z8,17cc15170070,0x5240f161ded78403,AS1C064060JJC631A934007053,AJ8C0723639BB431B638,DNB21523055180G13A,0,0.0000000000,1693,-591.6160000000,1317,-0.0000000000,1076,-0.0000000000,2586,-0.0000000000,-591.6160000000,
T220510004827696VCMCT7021T0,'20220510004846,'2022-05-10 00:48:51:424,VCMCT7021T01,5,DB_B_C3151,220217A,EPSSWEXCEPTION_POR_R21A_UDT_MFG_Laser_C315X_2nd_22042602_107404f,VTY841GRR466,GCF2174HC1N1985ZD,17cc15160666,0x5240f961dcde1d05,AS1C064060KPC631A831060046,AJ8C072352HMB431B637,DNB21523054460A06A,0,0.0000000000,1764,-419.8400000000,1287,-0.0000000000,1122,-0.0000000000,2190,-0.0000000000,-419.8400000000,
T220510004850950VCMCT7021T0,'20220510004909,'2022-05-10 00:49:14:064,VCMCT7021T01,3,DB_B_C3151,220217A,EPSSWEXCEPTION_POR_R21A_UDT_MFG_Laser_C315X_2nd_22042602_107404f,VTY841GRR466,GCF2174HC1M1985ZE,17cc15170846,0x5240f561da4e2007,AS1C064060JKC631A535025019,AJ8C072353DFB331B618,DNB21523055180G12A,0,0.0000000000,2493,-491.5200000000,1698,-0.0000000000,1257,-0.0000000000,2424,-0.0000000000,-491.5200000000,
T220510004912955VCMCT7021T0,'20220510004931,'2022-05-10 00:49:36:624,VCMCT7021T01,2,DB_B_C3151,220217A,EPSSWEXCEPTION_POR_R21A_UDT_MFG_Laser_C315X_2nd_22042602_107404f,VTY841GRR466,GCF2174HC1F1985ZL,17cc15160952,0x5240ea61de79dc07,AS1C064034E2A531B631029054,AJ8C072353D7B331B638,DNB21523050350E05A,0,0.0000000000,1032,-459.2640000000,1222,-0.0000000000,2528,-0.0000000000,1295,-0.0000000000,-459.2640000000,
T220510004936111VCMCT7021T0,'20220510004954,'2022-05-10 00:49:59:264,VCMCT7021T01,7,DB_B_C3151,220217A,EPSSWEXCEPTION_POR_R21A_UDT_MFG_Laser_C315X_2nd_22042602_107404f,VTY841GRR466,GCF2174HC1G1985ZK,17cc15160518,0x5240ea61de7a5e05,AS1C064024FDA531B330023040,AJ8C072353D5B131B617,DNB21523055170D02A,0,0.0000000000,869,-555.2640000000,1153,-0.0000000000,2433,-0.0000000000,1324,-0.0000000000,-555.2640000000,
T220510004958565VCMCT7021T0,'20220510005017,'2022-05-10 00:50:22:434,VCMCT7021T01,6,DB_B_C3151,220217A,EPSSWEXCEPTION_POR_R21A_UDT_MFG_Laser_C315X_2nd_22042602_107404f,VTY841GRR466,GCF2174HC1A1985ZR,17cc15160400,0x5240f961dcde5503,AS1C064050EMC631A132103030,AJ8C072352E2B331B619,DNB21523053120L08A,0,0.0000000000,1612,-438.2720000000,1356,-0.0000000000,1160,-0.0000000000,2379,-0.0000000000,-438.2720000000,
T220510005021720VCMCT7021T0,'20220510005040,'2022-05-10 00:50:45:694,VCMCT7021T01,4,DB_B_C3151,220217A,EPSSWEXCEPTION_POR_R21A_UDT_MFG_Laser_C315X_2nd_22042602_107404f,VTY841GRR466,GCF2174HC2H1985ZF,17cc15170919,0x5240f961dedcd601,AS1C064024D6A531B734019046,AJ7C0722E363B131B618,DNB21523055270E02A,0,0.0000000000,1825,-520.7040000000,1543,-0.0000000000,1243,-0.0000000000,2499,-0.0000000000,-520.7040000000,
T220510005044574VCMCT7021T0,'20220510005103,'2022-05-10 00:51:08:734,VCMCT7021T01,1,DB_B_C3151,220217A,EPSSWEXCEPTION_POR_R21A_UDT_MFG_Laser_C315X_2nd_22042602_107404f,VTY841GRR466,GCF2174HC2E1985ZJ,17cc15160370,0x5240f961dcdea103,AS1C064050ENC631A432105043,AJ8C072352E6B331B617,DNB21523053120L03A,0,0.0000000000,1917,-500.4800000000,1315,-0.0000000000,1206,-0.0000000000,2575,-0.0000000000,-500.4800000000,
T220510005108180VCMCT7021T0,'20220510005126,'2022-05-10 00:51:31:804,VCMCT7021T01,8,DB_B_C3151,220217A,EPSSWEXCEPTION_POR_R21A_UDT_MFG_Laser_C315X_2nd_22042602_107404f,VTY841GRR466,GCF2174HC1X1985Z4,17cc15170871,0x5240f961dd146507,AS1C064034CDA531C034044050,AJ8C0723639NB131B622,DNB21523055170C01A,0,0.0000000000,1638,-624.3840000000,1289,-0.0000000000,2930,-0.0000000000,2163,-0.0000000000,-624.3840000000,
T220510005131185VCMCT7021T0,'20220510005150,'2022-05-10 00:51:54:834,VCMCT7021T01,5,DB_B_C3151,220217A,EPSSWEXCEPTION_POR_R21A_UDT_MFG_Laser_C315X_2nd_22042602_107404f,VTY841GRR466,GCF2174HC221985ZW,17cc15170405,0x5240f961dd142401,AS1C0640239GA731B234053004,AJ8C072362F7B131B619,DNB21523053120L01A,0,0.0000000000,1565,-433.4080000000,1549,-0.0000000000,1152,-0.0000000000,2510,-0.0000000000,-433.4080000000,
T220510005154239VCMCT7021T0,'20220510005214,'2022-05-10 00:52:19:074,VCMCT7021T01,3,DB_B_C3151,220217A,EPSSWEXCEPTION_POR_R21A_UDT_MFG_Laser_C315X_2nd_22042602_107404f,VTY841GRR466,GCF2174HC281985ZQ,17cc15170083,0x5240f161ded77f03,AS1C0640239HA731A631055031,AJ8C072362F4B231B631,DNB21523053600G09A,0,0.0000000000,2000,-493.0560000000,1591,-0.0000000000,2490,-0.0000000000,1593,-0.0000000000,-493.0560000000,
T220510005217958VCMCT7021T0,'20220510005237,'2022-05-10 00:52:42:414,VCMCT7021T01,2,DB_B_C3151,220217A,EPSSWEXCEPTION_POR_R21A_UDT_MFG_Laser_C315X_2nd_22042602_107404f,VTY841GRR466,GCF2174HC291985ZP,17cc15170005,0x5240f961dcde6c05,AS1C064050L7C631A935021047,AJ8C072342BFB431B634,DNB21523053120K08A,0,0.0000000000,1096,-435.2000000000,1169,-0.0000000000,2240,-0.0000000000,1193,-0.0000000000,-435.2000000000,
T220510005241916VCMCT7021T0,'20220510005302,'2022-05-10 00:53:06:984,VCMCT7021T01,7,DB_B_C3151,220217A,EPSSWEXCEPTION_POR_R21A_UDT_MFG_Laser_C315X_2nd_22042602_107404f,VTY841GRR466,GCF2174HC1H1985ZJ,17cc15170702,0x5240f961dedca607,AS1C064033AHA731A735015026,AJ8C072362F8B131B610,DNB21523055550M13A,0,0.0000000000,1009,-569.8560000000,1339,-0.0000000000,2305,-0.0000000000,1383,-0.0000000000,-569.8560000000,
T220510005306370VCMCT7021T0,'20220510005325,'2022-05-10 00:53:30:144,VCMCT7021T01,6,DB_B_C3151,220217A,EPSSWEXCEPTION_POR_R21A_UDT_MFG_Laser_C315X_2nd_22042602_107404f,VTY841GRR466,GCF2174HC1E1985ZM,17cc15170710,0x5240f961dcdecf07,AS1C064040K3C631A128051045,AJ8C072353DCB231B626,DNB21523055180H08A,0,0.0000000000,1558,-429.3120000000,1377,-0.0000000000,1192,-0.0000000000,2485,-0.0000000000,-429.3120000000,
T220510005329529VCMCT7021T0,'20220510005348,'2022-05-10 00:53:53:294,VCMCT7021T01,4,DB_B_C3151,220217A,EPSSWEXCEPTION_POR_R21A_UDT_MFG_Laser_C315X_2nd_22042602_107404f,VTY841GRR466,GCF2174HC1B1985ZQ,17cc15160488,0x5240ea61de795201,AS1C064014D2A531B833018101,AJ8C072343A8B331B625,DNB21523055170A09A,0,0.0000000000,1386,-525.0560000000,1252,-0.0000000000,2630,-0.0000000000,1608,-0.0000000000,-525.0560000000,
T220510005352234VCMCT7021T0,'20220510005411,'2022-05-10 00:54:16:444,VCMCT7021T01,1,DB_B_C3151,220217A,EPSSWEXCEPTION_POR_R21A_UDT_MFG_Laser_C315X_2nd_22042602_107404f,VTY841GRR466,GCF2174HC1T1985Z8,17cc15170070,0x5240f161ded78403,AS1C064060JJC631A934007053,AJ8C0723639BB431B638,DNB21523055180G13A,0,0.0000000000,1963,-483.5840000000,1463,-0.0000000000,1158,-0.0000000000,2413,-0.0000000000,-483.5840000000,
T220510005415888VCMCT7021T0,'20220510005434,'2022-05-10 00:54:39:584,VCMCT7021T01,8,DB_B_C3151,220217A,EPSSWEXCEPTION_POR_R21A_UDT_MFG_Laser_C315X_2nd_22042602_107404f,VTY841GRR466,GCF2174HC1N1985ZD,17cc15160666,0x5240f961dcde1d05,AS1C064060KPC631A831060046,AJ8C072352HMB431B637,DNB21523054460A06A,0,0.0000000000,1523,-597.7600000000,1134,-0.0000000000,1042,-0.0000000000,2535,-0.0000000000,-597.7600000000,
T220510005439056VCMCT7021T0,'20220510005457,'2022-05-10 00:55:02:514,VCMCT7021T01,5,DB_B_C3151,220217A,EPSSWEXCEPTION_POR_R21A_UDT_MFG_Laser_C315X_2nd_22042602_107404f,VTY841GRR466,GCF2174HC1M1985ZE,17cc15170846,0x5240f561da4e2007,AS1C064060JKC631A535025019,AJ8C072353DFB331B618,DNB21523055180G12A,0,0.0000000000,2341,-426.7520000000,1675,-0.0000000000,1313,-0.0000000000,2245,-0.0000000000,-426.7520000000,
T220510005501911VCMCT7021T0,'20220510005520,'2022-05-10 00:55:24:944,VCMCT7021T01,3,DB_B_C3151,220217A,EPSSWEXCEPTION_POR_R21A_UDT_MFG_Laser_C315X_2nd_22042602_107404f,VTY841GRR466,GCF2174HC1F1985ZL,17cc15160952,0x5240ea61de79dc07,AS1C064034E2A531B631029054,AJ8C072353D7B331B638,DNB21523050350E05A,0,0.0000000000,1553,-502.5280000000,1281,-0.0000000000,1073,-0.0000000000,2813,-0.0000000000,-502.5280000000,
T220510005523815VCMCT7021T0,'20220510005547,'2022-05-10 00:55:52:714,VCMCT7021T01,2,DB_B_C3151,220217A,EPSSWEXCEPTION_POR_R21A_UDT_MFG_Laser_C315X_2nd_22042602_107404f,VTY841GRR466,GCF2174HC1G1985ZK,17cc15160518,0x5240ea61de7a5e05,AS1C064024FDA531B330023040,AJ8C072353D5B131B617,DNB21523055170D02A,0,0.0000000000,927,-450.8160000000,1263,-0.0000000000,2544,-0.0000000000,1237,-0.0000000000,-450.8160000000,
T220510005555320VCMCT7021T0,'20220510005611,'2022-05-10 00:56:15:974,VCMCT7021T01,7,DB_B_C3151,220217A,EPSSWEXCEPTION_POR_R21A_UDT_MFG_Laser_C315X_2nd_22042602_107404f,VTY841GRR466,GCF2174HC1A1985ZR,17cc15160400,0x5240f961dcde5503,AS1C064050EMC631A132103030,AJ8C072352E2B331B619,DNB21523053120L08A,0,0.0000000000,1032,-555.2640000000,1161,-0.0000000000,2344,-0.0000000000,1495,-0.0000000000,-555.2640000000,
T220510005615274VCMCT7021T0,'20220510005634,'2022-05-10 00:56:39:324,VCMCT7021T01,6,DB_B_C3151,220217A,EPSSWEXCEPTION_POR_R21A_UDT_MFG_Laser_C315X_2nd_22042602_107404f,VTY841GRR466,GCF2174HC2H1985ZF,17cc15170919,0x5240f961dedcd601,AS1C064024D6A531B734019046,AJ7C0722E363B131B618,DNB21523055270E02A,0,0.0000000000,1718,-447.4880000000,1579,-0.0000000000,1211,-0.0000000000,2485,-0.0000000000,-447.4880000000,
T220510005638678VCMCT7021T0,'20220510005657,'2022-05-10 00:57:02:064,VCMCT7021T01,4,DB_B_C3151,220217A,EPSSWEXCEPTION_POR_R21A_UDT_MFG_Laser_C315X_2nd_22042602_107404f,VTY841GRR466,GCF2174HC2E1985ZJ,17cc15160370,0x5240f961dcdea103,AS1C064050ENC631A432105043,AJ8C072352E6B331B617,DNB21523053120L03A,0,0.0000000000,1698,-521.4720000000,1271,-0.0000000000,1191,-0.0000000000,2537,-0.0000000000,-521.4720000000,
T220510005700982VCMCT7021T0,'20220510005720,'2022-05-10 00:57:24:934,VCMCT7021T01,1,DB_B_C3151,220217A,EPSSWEXCEPTION_POR_R21A_UDT_MFG_Laser_C315X_2nd_22042602_107404f,VTY841GRR466,GCF2174HC1X1985Z4,17cc15170871,0x5240f961dd146507,AS1C064034CDA531C034044050,AJ8C0723639NB131B622,DNB21523055170C01A,0,0.0000000000,1881,-512.5120000000,1424,-0.0000000000,1019,-0.0000000000,2681,-0.0000000000,-512.5120000000,
T220510005724537VCMCT7021T0,'20220510005743,'2022-05-10 00:57:48:574,VCMCT7021T01,8,DB_B_C3151,220217A,EPSSWEXCEPTION_POR_R21A_UDT_MFG_Laser_C315X_2nd_22042602_107404f,VTY841GRR466,GCF2174HC221985ZW,17cc15170405,0x5240f961dd142401,AS1C0640239GA731B234053004,AJ8C072362F7B131B619,DNB21523053120L01A,0,0.0000000000,1639,-615.4240000000,1355,-0.0000000000,1102,-0.0000000000,2897,-0.0000000000,-615.4240000000,
T220510005747947VCMCT7021T0,'20220510005807,'2022-05-10 00:58:12:214,VCMCT7021T01,5,DB_B_C3151,220217A,EPSSWEXCEPTION_POR_R21A_UDT_MFG_Laser_C315X_2nd_22042602_107404f,VTY841GRR466,GCF2174HC281985ZQ,17cc15170083,0x5240f161ded77f03,AS1C0640239HA731A631055031,AJ8C072362F4B231B631,DNB21523053600G09A,0,0.0000000000,1774,-428.5440000000,1557,-0.0000000000,1064,-0.0000000000,2319,-0.0000000000,-428.5440000000,
T220510005811651VCMCT7021T0,'20220510005830,'2022-05-10 00:58:35:184,VCMCT7021T01,3,DB_B_C3151,220217A,EPSSWEXCEPTION_POR_R21A_UDT_MFG_Laser_C315X_2nd_22042602_107404f,VTY841GRR466,GCF2174HC291985ZP,17cc15170005,0x5240f961dcde6c05,AS1C064050L7C631A935021047,AJ8C072342BFB431B634,DNB21523053120K08A,0,0.0000000000,1611,-479.4880000000,1202,-0.0000000000,1143,-0.0000000000,2552,-0.0000000000,-479.4880000000,
