GlobalTime,SiteTime,time,station,site,moduleConfig,inputParamterVersion,SWversion,lotNum,barcode,sensorID,LensSN,vcmID,SPModuleSN,FlexureSN,standAlone,TestSW_Rev_NVM,infu2vcmStart_margin_DAC,infu2vcmStart_margin_um_vcmPoly,sph_oc_EMcouple_H1B2,sph_oc_EMcouple_H1_6,sph_oc_EMcouple_H1_7,sph_oc_EMcouple_H1_8,sph_oc_EMcouple_H1_9,sph_oc_EMcouple_H2B1,sph_oc_EMcouple_H2_2,sph_oc_EMcouple_H2_3,sph_oc_EMcouple_H2_4,sph_oc_EMcouple_H2_5,sph_ResFreq_X_Q,sph_ResFreq_X_QHz,sph_ResFreq_X_Q_REL_delta,sph_ResFreq_Y_Q,sph_ResFreq_Y_QHz,sph_ResFreq_Y_Q_REL_delta,sph_oc_H1_1,sph_oc_H2_1,sph_oc_gain_B1,sph_oc_gain_B2,sph_oc_gain_H1,sph_oc_gain_H2,sph_oc_hall_offset_x,sph_oc_hall_offset_y,sph_oc_theta_B1,sph_oc_theta_B2,sph_oc_theta_H1,sph_oc_theta_H2,sph_oc_xpt_act_x,sph_oc_xpt_act_y,sph_EMcouple_H1_dev,sph_EMcouple_H2_dev,sph_H1_1_dev,sph_H2_1_dev,sph_ViscoElastic_X_Q0_REL_delta,sph_ViscoElastic_Y_Q0_REL_delta,sph_gain_B1_dev,sph_gain_B2_dev,sph_gain_H1_dev,sph_gain_H2_dev,sph_neutral_x_dev,sph_neutral_y_dev,sph_theta_B1_dev,sph_theta_B2_dev,sph_theta_H1_dev,sph_theta_H2_dev,sph_ViscoElastic_XYDelta_F0,sph_ViscoElastic_XYDelta_Q0,sph_ViscoElastic_XYDelta_Rho1,sph_ViscoElastic_XYDelta_Rho2,sph_ViscoElastic_XYDelta_Tau1,sph_ViscoElastic_XYDelta_Tau2,sph_ViscoElastic_X_Cost,sph_ViscoElastic_X_F0,sph_ViscoElastic_X_Q0,sph_ViscoElastic_X_Rho1,sph_ViscoElastic_X_Rho2,sph_ViscoElastic_X_Tau1,sph_ViscoElastic_X_Tau2,sph_ViscoElastic_X_Td,sph_ViscoElastic_Y_Cost,sph_ViscoElastic_Y_F0,sph_ViscoElastic_Y_Q0,sph_ViscoElastic_Y_Rho1,sph_ViscoElastic_Y_Rho2,sph_ViscoElastic_Y_Tau1,sph_ViscoElastic_Y_Tau2,sph_ViscoElastic_Y_Td,dev_b1,dev_b2,dev_h1,dev_h1_theta,dev_h2,dev_h2_theta,RESULT,FAIL_ITEMS_01,FAIL_ITEMS_02,FAIL_ITEMS_03,FAIL_ITEMS_04,FAIL_ITEMS_05,FAIL_ITEMS_06,FAIL_ITEMS_07,FAIL_ITEMS_08,FAIL_ITEMS_09,FAIL_ITEMS_10,
T220403122722032VCMCT7991T0,20220403122809,'2022-04-03 12:28:28:479,VCMCT7991T01,2,DB_B_C3191,220217A,EPSSWEXCEPTION_R21A_UDT_MFG_Collimator_O3191_22033001_18d3021,VGY841GRR501,GCF21356DXL1985VE,17ce52240378,0x5240f161d7653401,AS1C07404350B633A934106043,AJ7C0762D0L8B137B625,DNB22055062800F14A,0,0.0000000000,138.0000000000,77.6713511777,0.9251152551,0.9291348465,0.9242971159,0.9229940715,0.9240349865,0.9258672690,0.9277630628,0.9245681703,0.9247056212,0.9264322217,2.1243439167,106.6894531250,0.0325470417,2.0255782719,104.2480468750,0.0255782719,26.5260000000,31.9380000000,10.6387342781,10.8362281404,9.3182601194,9.6088829514,14.3929490325,17.3859379016,134.0910757737,226.5253069468,225.0328346954,134.7201986566,10.1444024642,18.3427717774,0.0003358197,0.0000929150,15.4791250000,5.8598750000,-0.1094165684,-0.0131934050,-0.0009112343,0.0007483420,0.0031432256,0.0015773760,-1.6082112380,-0.7435889908,0.0122793869,0.1347582408,0.0530678497,0.0398702875,2.9015842844,0.0776049616,-0.0148938322,-0.0015674258,-0.0002677875,0.0006803415,4.1188844118,103.1029778081,2.6034740566,0.1569379272,0.0410202032,0.0035850497,0.0507829613,-0.0001080429,3.6312690538,100.2013935237,2.5258690950,0.1718317594,0.0425876291,0.0038528372,0.0501026198,-0.0001174108,4.5998303883,5.8501182736,1.5657909049,1.0255167077,1.3119827574,1.8490316744,1,,,,,,,,,,,
T220403122745259VCMCT7991T0,20220403122833,'2022-04-03 12:28:50:459,VCMCT7991T01,8,DB_B_C3191,220217A,EPSSWEXCEPTION_R21A_UDT_MFG_Collimator_O3191_22033001_18d3021,VGY841GRR501,GCF21356DY51985VS,17ce52240211,0x5240f161d976ed07,AS1C074041B1A333B132046041,AJ7C0762C0MLB437B625,DNB22055061890F09A,0,0.0000000000,144.0000000000,77.2161947819,0.9303523263,0.9291286867,0.9284777061,0.9355034781,0.9282994342,0.9259784765,0.9198551018,0.9290005259,0.9272077134,0.9278505650,1.9777752747,101.5625000000,0.0568768372,1.8734230761,99.3652343750,0.0052590136,14.6320000000,-1.6640000000,9.8603910995,9.9067068502,9.2574328487,10.2156346620,-1.9377337830,17.4228080774,133.6092826127,226.4010956266,224.0955252188,134.8759671024,-2.8059134120,16.7989484640,0.0007151073,0.0007408548,7.5929375000,6.0664687500,-0.0849704191,-0.0944417394,-0.0022687267,-0.0007419410,0.0041961056,0.0050739714,-1.0127654777,-0.1527789848,-0.1283577681,-0.1020171664,-0.1220040781,-0.1816806027,3.2650869058,0.0641588203,-0.0268072918,-0.0043670125,0.0001130893,-0.0025545141,4.1603919852,100.2496417347,2.3193264559,0.1404411477,0.0404186639,0.0045713175,0.0400682390,-0.0000324919,3.7577092620,96.9845548289,2.2551676356,0.1672484395,0.0447856763,0.0044582282,0.0426227530,-0.0000460184,7.3432292286,7.0461702877,2.5906092837,1.2976494379,3.5246216168,1.4418859311,1,,,,,,,,,,,
T220403122809346VCMCT7991T0,20220403122855,'2022-04-03 12:29:13:169,VCMCT7991T01,5,DB_B_C3191,220217A,EPSSWEXCEPTION_R21A_UDT_MFG_Collimator_O3191_22033001_18d3021,VGY841GRR501,GCF21356DWZ1985V4,17ce52240468,0x5240f161d6bacd05,AS1C0740434KB633A627102030,AJ7C0762D0L7B237B612,DNB22055062800F06A,0,0.0000000000,162.0000000000,88.5060781182,0.9281152845,0.9248517034,0.9286989193,0.9290099927,0.9299005226,0.9274900728,0.9290177644,0.9300813422,0.9206642785,0.9301969063,2.0661682620,103.5156250000,0.0095276370,1.9646859514,101.8066406250,0.0281625139,58.6580000000,24.1560000000,10.3110275867,10.2876298000,9.9232132052,8.8019336252,23.6902740123,17.0278577240,133.6816640901,226.6492028112,224.2617609711,134.8433397112,17.5722831813,15.3918768946,0.0004105803,-0.0007892324,10.1892500000,10.2497500000,0.2079318429,0.1730195329,-0.0016554228,-0.0039208666,-0.0014376649,0.0032480000,-1.5578421068,0.1144842736,0.0029378938,0.1255974645,0.0581782074,0.0702226458,2.1479832174,0.1384279349,-0.0025917822,0.0030740463,-0.0005295161,-0.0000969947,4.0010645186,100.7819108658,2.4852755929,0.1515919047,0.0476261203,0.0039616730,0.0445233326,-0.0001058068,3.6208185102,98.6339276484,2.3468476579,0.1541836870,0.0445520740,0.0044911891,0.0446203273,-0.0001171407,4.8560210819,5.1523401960,1.4255158228,0.7858367117,1.3228469862,1.6699014785,1,,,,,,,,,,,
T220403122832647VCMCT7991T0,20220403122919,'2022-04-03 12:29:38:559,VCMCT7991T01,4,DB_B_C3191,220217A,EPSSWEXCEPTION_R21A_UDT_MFG_Collimator_O3191_22033001_18d3021,VGY841GRR501,GCF21356DYG1985VF,17ce52200120,0x5240f161d6b69c03,AS1C074061D6A333C531060009,AJ7C0762E3K0B337B605,DNB22055061590F03A,0,0.0000000000,161.0000000000,87.3567751766,0.9238325957,0.9197704483,0.9232771875,0.9240107689,0.9282719782,0.9266376704,0.9271041612,0.9285593907,0.9253985337,0.9254885961,1.8710243679,104.2480468750,0.1112587429,1.8143130468,103.0273437500,0.0623599218,49.4020000000,72.2020000000,10.1594451427,10.3190634214,9.7401624769,9.1160943901,14.3109883734,8.2691768350,134.5669310142,225.7798280710,223.9307725778,134.3367792748,5.2056388873,10.9527160975,-0.0015782818,0.0003974428,17.4957500000,18.0145000000,0.0983307000,-0.0274008413,-0.0058035334,-0.0083782898,-0.0026073624,-0.0001198955,-2.6644358244,0.1702691307,0.1415922691,-0.0097074515,-0.1497480521,0.1398035668,0.7572588954,0.1726065413,0.0114726441,0.0045219482,-0.0007140451,-0.0101849898,4.0128137255,100.8694930360,2.3541900750,0.1802170526,0.0552327161,0.0034600197,0.0371832965,-0.0000861680,3.6666916770,100.1122341406,2.1815835337,0.1687444085,0.0507107679,0.0041740647,0.0473682863,-0.0000864725,3.4146431537,5.0959344481,0.2177506296,1.4804412150,0.9417964825,1.4271064055,1,,,,,,,,,,,
T220403122855321VCMCT7991T0,20220403122942,'2022-04-03 12:30:02:015,VCMCT7991T01,1,DB_B_C3191,220217A,EPSSWEXCEPTION_R21A_UDT_MFG_Collimator_O3191_22033001_18d3021,VGY841GRR501,GCF21356DXH1985VH,17ce52200147,0x5240f161d9fb7603,AS1C074018D9B433A135031022,AJ7C0762E3JBB137B619,DNB22055061180G14A,0,0.0000000000,148.0000000000,82.6627854657,0.9239294263,0.9243702845,0.9251657127,0.9180613076,0.9281204003,0.9286881278,0.9291131046,0.9330319947,0.9293828824,0.9232245294,1.9789533790,104.9804687500,0.0443830665,1.9006408839,102.7832031250,0.0471252589,38.3540000000,23.0700000000,10.3502100123,10.4496575361,9.6077250277,9.0096993305,13.8537516360,11.3905576587,133.5174997638,226.6371098574,223.5063245169,135.0747078908,9.3593102167,11.1093211017,-0.0004186661,0.0047296808,7.7133750000,9.1012500000,0.1325819359,0.0542214043,-0.0016376175,0.0011647939,0.0006418255,-0.0023862333,-1.2925748950,0.1595374530,0.1718881915,-0.0672511045,-0.1349108347,0.1850899709,2.6051538371,0.1076574066,-0.0172655812,0.0103643152,-0.0005717711,-0.0062199755,4.2168676836,101.9975567537,2.4568006859,0.1611532518,0.0534499924,0.0040793084,0.0463684707,-0.0000561758,3.4161712907,99.3924029166,2.3491432793,0.1784188330,0.0430856773,0.0046510796,0.0525884462,-0.0000663545,5.5691388148,7.8934138960,0.9086809683,1.0504554981,1.0212607627,2.0683872895,1,,,,,,,,,,,
T220403122918709VCMCT7991T0,20220403123005,'2022-04-03 12:30:22:955,VCMCT7991T01,7,DB_B_C3191,220217A,EPSSWEXCEPTION_R21A_UDT_MFG_Collimator_O3191_22033001_18d3021,VGY841GRR501,GCF21356DXZ1985V1,17ce52230039,0x5240f161d763fb03,AS1C07502028A833A931106049,AJ7C0762C10MB137B625,DNB22055061910M13A,0,0.0000000000,132.0000000000,75.3803896600,0.9333131445,0.9244750396,0.9340288082,0.9380418922,0.9367068382,0.9364768367,0.9380021663,0.9373833612,0.9350159178,0.9355059015,1.8469390885,98.1445312500,0.0139312760,1.8388488428,99.1210937500,0.0185363428,36.9960000000,-25.0880000000,9.2717738502,9.4323716292,9.5729154725,9.3341617562,2.2870100794,5.1755162368,136.2486464771,223.8746976481,224.2381979147,135.1736611648,1.8656845183,1.0946941047,-0.0008231469,0.0030881598,1.0272500000,-3.8848750000,0.1555089162,0.1175028835,-0.0035373192,-0.0071187759,-0.0037941622,0.0023260946,0.2199027539,-0.3680669972,-0.0968582837,0.0492124187,-0.0087503275,-0.1180105881,-1.5821733270,0.0243341577,0.0100312322,0.0038793377,-0.0000195575,0.0040376837,4.2027264099,95.1850936483,2.2141026662,0.1690242097,0.0492456542,0.0049629226,0.0545269206,-0.0000532419,3.2320249880,96.7672669753,2.1897685085,0.1589929776,0.0453663165,0.0049824800,0.0504892370,-0.0000616336,5.5303656284,9.0862912576,2.4898028609,0.9367022339,4.0472818760,1.6822196442,1,,,,,,,,,,,
T220403122941811VCMCT7991T0,20220403123028,'2022-04-03 12:30:45:635,VCMCT7991T01,6,DB_B_C3191,220217A,EPSSWEXCEPTION_R21A_UDT_MFG_Collimator_O3191_22033001_18d3021,VGY841GRR501,GCF21356DVN1985VJ,17ce52200353,0x5240f161d6bc0805,AS1C074038DNB433B328037007,AJ7C0762F3HDB437B618,DNB22055061610M02A,0,0.0000000000,131.0000000000,73.7258392298,0.9285035778,0.9279715885,0.9250402806,0.9339107286,0.9270917136,0.9310457577,0.9260392869,0.9336775832,0.9343346361,0.9301315244,1.7920952506,102.0507812500,0.0186577506,1.7703146474,102.7832031250,0.0203146474,27.0740000000,35.0280000000,9.8830668836,10.2365505714,8.8096980432,8.9834157175,9.2953853365,13.2058606414,135.1547047650,224.1975657116,222.9235316497,135.5807197485,4.3205741667,14.3563295663,0.0003026446,-0.0001144669,11.3708750000,-7.7845000000,0.5716075349,0.3580268570,0.0008168996,0.0009766793,0.0005690768,0.0016352019,-0.3271844046,-1.4888571994,0.1635548626,-0.0343678821,-0.0127171296,0.1526954565,-1.1369852806,0.1862369279,0.0262492431,0.0053046839,-0.0002911480,-0.0033702470,3.9958656149,95.3705997409,2.6536387849,0.2844162500,0.0699885529,0.0023638696,0.0335722260,-0.0001311843,2.9132729860,96.5075850215,2.4674018570,0.2581670069,0.0646838690,0.0026550176,0.0369424731,-0.0001480629,3.5778866183,7.0212582418,4.0899089178,1.5986860803,0.9135687606,1.3506306600,1,,,,,,,,,,,
T220403123004927VCMCT7991T0,20220403123052,'2022-04-03 12:31:09:755,VCMCT7991T01,3,DB_B_C3191,220217A,EPSSWEXCEPTION_R21A_UDT_MFG_Collimator_O3191_22033001_18d3021,VGY841GRR501,GCF21356DXR1985V9,17ce52230920,0x5240f161d9594e03,AS1C0750302DA833B237034025,AJ7C0812D10LB437B617,DNB22055061660A08A,0,0.0000000000,149.0000000000,83.2838046709,0.9253644136,0.9157515994,0.9280823572,0.9279651881,0.9296585096,0.9280600358,0.9273685860,0.9306340540,0.9247534293,0.9294840739,2.2165186133,103.0273437500,0.0641748633,2.0956964284,101.3183593750,0.0546808034,32.3680000000,20.7740000000,10.2580075912,10.4502335419,8.3795887967,8.9766223581,6.7046991845,-1.2283517676,134.5210369634,225.6784770597,224.8807230566,134.4744351086,2.6209877277,-1.7620345113,0.0021926595,-0.0022745652,3.3680000000,6.8755625000,0.0235738901,0.5054637796,-0.0022606598,0.0027210595,0.0014821344,-0.0043261163,-0.8192212172,0.2596456733,-0.0340930415,-0.1257069003,-0.0797871973,-0.0112979236,4.3687825011,-0.3939992644,-0.0914759377,-0.0063366659,0.0018498437,0.0087215879,4.5372363617,100.4046701805,2.5724020151,0.1413536492,0.0383715231,0.0045762593,0.0524644936,-0.0000671624,3.2900377590,96.0358876794,2.9664012796,0.2328295869,0.0447081890,0.0027264155,0.0437429056,-0.0001311952,3.8501876795,7.4634192512,1.7904534462,0.7875124713,0.3998332176,1.3936008118,1,,,,,,,,,,,
T220403123027800VCMCT7991T0,20220403123115,'2022-04-03 12:31:32:505,VCMCT7991T01,2,DB_B_C3191,220217A,EPSSWEXCEPTION_R21A_UDT_MFG_Collimator_O3191_22033001_18d3021,VGY841GRR501,GCF21356DXV1985V5,17ce52230193,0x5240f161d6bad001,AS1C0750202LA833A834057048,AJ7C0812B112B237B616,DNB22055061660B02A,0,0.0000000000,135.0000000000,77.0750147759,0.9301784432,0.9256248225,0.9283116800,0.9328673588,0.9339099117,0.9261280165,0.9283649404,0.9271443862,0.9243127826,0.9246899566,2.1062846813,99.8535156250,0.0476909313,2.0294789017,99.6093750000,0.0099476517,22.4160000000,-12.0180000000,9.9603557110,10.0020979844,9.3020783045,9.4713086511,-1.8990620021,4.9170903471,134.7309599236,224.6567914317,224.0716560008,134.4331418342,-2.5495779579,2.9156110020,0.0005280734,-0.0022566135,8.7519375000,2.1851250000,0.1762046903,0.0723900765,-0.0008420603,0.0017750720,0.0030884777,-0.0038393531,-0.8342755380,-0.4957413865,0.1746244744,-0.3052599599,-0.3468162892,0.2437802619,1.1566052945,-0.0094666362,-0.0209671331,0.0026377742,0.0001601124,-0.0067467625,4.1005917727,96.4380325132,2.5824546903,0.1622906569,0.0417608033,0.0039484922,0.0447972377,-0.0001040113,3.4663863055,95.2814272187,2.5919213265,0.1832577900,0.0391230291,0.0037883798,0.0515440002,-0.0001312373,4.7185961436,6.2902621710,1.7925205741,1.3113627731,1.5001093005,1.6570736780,1,,,,,,,,,,,
T220403123051654VCMCT7991T0,20220403123138,'2022-04-03 12:31:57:075,VCMCT7991T01,8,DB_B_C3191,220217A,EPSSWEXCEPTION_R21A_UDT_MFG_Collimator_O3191_22033001_18d3021,VGY841GRR501,GCF21356DW61985VX,17ce52240233,0x5240f161d6b6cf03,AS1C0740260MB833B036108102,AJ8C076350PMB237B619,DNB22055062620F06A,0,0.0000000000,146.0000000000,80.9954321906,0.9245760211,0.9220590374,0.9234263196,0.9234378630,0.9293808646,0.9250433806,0.9237339598,0.9278225385,0.9245907899,0.9240262341,2.0092385749,105.2246093750,0.1313088874,1.7792890783,101.5625000000,0.0136640783,5.7700000000,12.7820000000,10.2870972303,10.4940983927,8.9536463595,10.3098708491,1.0919804048,13.5006875500,132.7380782212,227.9655228778,224.3084005442,135.2347088721,-0.2197025274,14.5505393870,-0.0002472591,-0.0007970235,7.7319140625,17.1765312500,0.0749696938,-0.1068266198,-0.0047252869,-0.0057404928,-0.0016840296,-0.0017674216,-1.7963890835,0.5694898047,0.0505324448,-0.0380934552,-0.0366159353,0.0448742774,3.2739245432,0.3595306886,0.0039949848,0.0164326318,-0.0014301734,-0.0255996509,4.2309577454,100.6500414527,2.5202821938,0.1970537415,0.0616201678,0.0032991091,0.0333040742,-0.0000844449,3.5552746866,97.3761169096,2.1607515052,0.1930587567,0.0451875360,0.0047292825,0.0589037251,-0.0000751569,4.6613831130,5.4081892755,0.8451967483,1.5038500097,1.2326954938,1.5041873959,1,,,,,,,,,,,
T220403123114590VCMCT7991T0,20220403123201,'2022-04-03 12:32:21:625,VCMCT7991T01,5,DB_B_C3191,220217A,EPSSWEXCEPTION_R21A_UDT_MFG_Collimator_O3191_22033001_18d3021,VGY841GRR501,GCF21356DXQ1985VA,17ce52240817,0x5240f161d9756401,AS1C0740634CB633A930104100,AJ7C0762B0KHB437B617,DNB22055062800F09A,0,0.0000000000,155.0000000000,85.5102865564,0.9300123831,0.9277737722,0.9308207731,0.9292032595,0.9322517277,0.9317432299,0.9312854740,0.9343535180,0.9280949454,0.9332389822,1.9376235301,100.3417968750,0.0440688426,1.9114090441,100.3417968750,0.0325027941,22.6740000000,22.3540000000,9.7468565723,9.9048545170,9.8078959391,8.9215580161,16.2224817299,20.4076426795,134.9871763928,225.0263377113,224.6575636233,134.1191933064,13.0316990189,21.2037457402,0.0019281224,-0.0004137586,8.6974375000,8.5571250000,-0.0742555837,-0.0629663607,-0.0011227852,-0.0009287800,0.0003272352,0.0025982670,-1.3005166615,0.0693319476,0.0837034924,0.1562052650,0.1178755130,0.1000435262,-0.1519311424,0.0375389020,0.0078381226,0.0000649170,-0.0003760038,0.0062417319,3.6032378133,97.6403881524,2.2929319163,0.1642735363,0.0389358041,0.0050060417,0.0650203700,-0.0000775161,3.4551856244,97.7923192947,2.2553930143,0.1564354137,0.0388708872,0.0053820455,0.0587786381,-0.0000673691,4.6314241846,8.0519757598,2.9048116993,0.9081812502,0.6657526684,1.9937666218,1,,,,,,,,,,,
T220403123138128VCMCT7991T0,20220403123225,'2022-04-03 12:32:45:150,VCMCT7991T01,4,DB_B_C3191,220217A,EPSSWEXCEPTION_R21A_UDT_MFG_Collimator_O3191_22033001_18d3021,VGY841GRR501,GCF21356DW51985VY,17ce52240887,0x5240f161d6bab701,AS1C074052C1A433B633111028,AJ8C076340LAB137B613,DNB22055060640K06A,0,0.0000000000,134.0000000000,74.1441523288,0.9250724275,0.9221776365,0.9264125862,0.9250764397,0.9266230475,0.9242661554,0.9255189991,0.9256727368,0.9227000349,0.9231728508,1.9813044836,106.6894531250,0.0281794836,1.8245546955,101.8066406250,0.0345156330,14.6520000000,15.0260000000,10.4944542255,10.5919211695,10.0190194946,9.7830615968,-5.6845332047,13.6407179160,131.5633423078,228.0430724372,224.5177552511,134.2586637086,-7.9425387500,14.2312530849,0.0034683959,0.0004741471,7.9449687500,7.3111562500,0.0485619790,0.0381966092,0.0002160394,-0.0023797574,-0.0027725542,-0.0014099806,-1.0853911818,-0.0201250864,-0.0601775897,0.0198180427,0.0276429464,-0.0472139769,6.3973007360,0.1353653698,-0.0354199175,-0.0057283402,0.0007163457,-0.0004629913,4.2895832827,105.2091699950,2.3434838540,0.1480253686,0.0325314231,0.0057224634,0.0566974241,-0.0000272618,3.9188897643,98.8118692590,2.2081184842,0.1834452861,0.0382597633,0.0050061176,0.0571604154,-0.0000448809,5.9207383135,6.3997008541,3.3737728945,1.6126172103,1.1603793383,1.1117437523,1,,,,,,,,,,,
T220403123200894VCMCT7991T0,20220403123248,'2022-04-03 12:33:08:170,VCMCT7991T01,1,DB_B_C3191,220217A,EPSSWEXCEPTION_R21A_UDT_MFG_Collimator_O3191_22033001_18d3021,VGY841GRR501,GCF21356DYA1985VM,17ce52200159,0x5240f161d6bbff03,AS1C074028DKB4339434030119,AJ7C0762E3HLB137B609,DNB22055061610K11A,0,0.0000000000,134.0000000000,75.2650999404,0.9295343981,0.9258952993,0.9303543761,0.9342350868,0.9276528301,0.9284069280,0.9292948679,0.9268587058,0.9293935189,0.9280806194,1.8291431666,104.0039062500,0.0049244166,1.8000137767,102.5390625000,0.0158340892,24.2160000000,17.9480000000,10.2004131197,10.5033120402,9.5865968224,9.4124726272,-6.0124781968,-0.5874957595,134.1726681247,226.5405073213,224.4343360058,134.6779691943,-9.1623672908,-0.4367918548,0.0029960207,0.0001985211,9.1925625000,8.3151875000,0.2699907788,0.1513535357,0.0005002907,-0.0004282965,-0.0007456081,0.0023265360,-1.3051100997,-0.0389443738,0.1919704928,0.0080061006,0.0245764843,0.1788999804,1.8113005568,0.1459809930,-0.0033866423,0.0008319799,-0.0005670412,-0.0155563895,3.9998548762,100.7718036030,2.3207720288,0.1848565177,0.0445845884,0.0043184962,0.0499027914,-0.0000638637,3.5143283860,98.9605030462,2.1747910357,0.1882431600,0.0437526085,0.0048855375,0.0654591809,-0.0000592416,3.5075309880,7.4918888734,2.9803365436,1.0698048523,2.8393575885,1.7131495062,1,,,,,,,,,,,
T220403123224500VCMCT7991T0,20220403123311,'2022-04-03 12:33:29:130,VCMCT7991T01,7,DB_B_C3191,220217A,EPSSWEXCEPTION_R21A_UDT_MFG_Collimator_O3191_22033001_18d3021,VGY841GRR501,GCF21356DWY1985V5,17ce52240927,0x5240f161d6b6d403,AS1C0740260HB833B531114004,AJ8C076360PAB437B604,DNB22055062740G12A,0,0.0000000000,158.0000000000,85.3206696099,0.9327343278,0.9277990323,0.9337589815,0.9345736749,0.9348056227,0.9337631189,0.9346967176,0.9346735836,0.9328478898,0.9328342844,1.7870238925,99.8535156250,0.0848754550,1.7056251107,99.6093750000,0.0239844857,41.4060000000,90.2660000000,9.4790319380,9.4752601917,9.4790273346,9.5233566803,6.3350577166,3.9799910775,135.1731775123,225.3336073635,224.3071820637,134.7159294399,-3.1688099246,8.2597536544,0.0006495042,0.0007047972,11.9997500000,55.8285000000,0.0601188151,0.1357429181,-0.0054786163,-0.0050588150,-0.0022076490,-0.0057180627,-4.9903491853,3.2798526818,0.2398431618,0.2292372463,0.1876904865,0.2416252407,0.6698716904,0.0357040220,-0.0072495858,-0.0072795936,0.0008187390,0.0049720415,3.8277902787,97.1878132933,2.1401969401,0.1857460496,0.0447021081,0.0051753473,0.0596580279,-0.0000173955,3.1940258743,96.5179416029,2.1044929181,0.1929956354,0.0519817017,0.0043566083,0.0546859864,-0.0000313186,3.1955196628,10.5339247211,4.4954140806,0.7748933532,1.3058132603,1.6462404306,1,,,,,,,,,,,
T220403123248345VCMCT7991T0,20220403123334,'2022-04-03 12:33:52:850,VCMCT7991T01,6,DB_B_C3191,220217A,EPSSWEXCEPTION_R21A_UDT_MFG_Collimator_O3191_22033001_18d3021,VGY841GRR501,GCF21356DY31985VU,17ce52230286,0x5240f161d6b65301,AS1C07501025A833A436007046,AJ7C0762D1H6B237B609,DNB22055062630A13A,0,0.0000000000,147.0000000000,82.6401731803,0.9300359975,0.9243177500,0.9299511258,0.9315315921,0.9343435220,0.9330206842,0.9312038347,0.9361778892,0.9325507199,0.9321502932,1.8631547576,99.1210937500,-0.0001264924,1.8629230264,98.8769531250,0.0592120889,51.7660000000,21.9900000000,9.5536845489,9.5617488963,8.9240649845,9.7463179181,13.7686780700,17.2719501372,134.8421439346,225.2396945128,224.2535473294,135.1840332681,8.1556496224,15.4784806884,-0.0011988868,0.0056980849,11.4535000000,21.8140966797,-0.2000021452,-0.0149696824,-0.0033646110,-0.0049562124,-0.0015032185,-0.0027748253,-2.5016453625,0.6751247767,-0.0845986191,-0.1124478212,-0.1043780856,-0.0756255454,1.3528580326,0.0044206623,-0.0153349989,-0.0016031539,0.0001071560,-0.0020458376,4.6492851449,97.8338167368,2.1671853548,0.1458186797,0.0412276680,0.0056193836,0.0570701862,-0.0000229577,3.2076872643,96.4809587042,2.1627646926,0.1611536787,0.0428308218,0.0055122276,0.0591160238,-0.0000357188,3.1127372176,8.6173663734,3.1378814908,0.9392119381,3.0473870547,1.6386458144,1,,,,,,,,,,,
T220403123311070VCMCT7991T0,20220403123356,'2022-04-03 12:34:15:400,VCMCT7991T01,3,DB_B_C3191,220217A,EPSSWEXCEPTION_R21A_UDT_MFG_Collimator_O3191_22033001_18d3021,VGY841GRR501,GCF21356DXL1985VE,17ce52240378,0x5240f161d7653401,AS1C07404350B633A934106043,AJ7C0762D0L8B137B625,DNB22055062800F14A,0,0.0000000000,137.0000000000,75.2854329501,0.9241821523,0.9217650348,0.9223189771,0.9281929085,0.9244516889,0.9232496621,0.9231796333,0.9273622237,0.9197350748,0.9227217167,2.0750805436,105.9570312500,-0.0167163314,2.0544980207,104.0039062500,0.0544980207,24.7780000000,31.5800000000,10.6273101885,10.7794002637,9.2708934553,9.5917536171,13.2103402816,14.9829446593,134.3156917366,226.6283146777,225.1667639722,134.9521843520,9.0542908131,16.0763540125,-0.0006731531,-0.0027345422,13.7311250000,5.5018750000,-0.2494316488,-0.1288089180,-0.0019840762,-0.0044998314,-0.0019559611,-0.0002080920,-1.4488633636,-0.6371070109,0.2368953499,0.2377659716,0.1869971265,0.2718559828,2.5979205207,0.0532053942,-0.0100098516,-0.0048511730,0.0001578187,0.0035294003,4.5234694313,104.4662462878,2.4634589762,0.1256479998,0.0393184626,0.0046865077,0.0449125225,-0.0000760127,3.8552541326,101.8683257671,2.4102535820,0.1356578514,0.0441696356,0.0045286889,0.0413831222,-0.0000833093,3.6991922978,7.2402036247,2.6402993162,1.2164965902,2.4510611058,1.6112605369,1,,,,,,,,,,,
